abs_tol,CLT_IIDStdUniform,CLT_IIDStdGaussian,CLTRep_Lattice,CLTRep Sobol,MeanMC_g IIDStdUniform,MeanMC_g IIDStdGaussian,CubLattice_g
0.03280000000000002,45721.0,46254.0,256.0,256.0,76170.0,76791.0,1024.0
0.033000000000000015,45193.0,45719.0,256.0,256.0,75558.0,76168.0,1024.0
0.033200000000000014,44675.0,45195.0,256.0,256.0,74959.0,75560.0,1024.0
0.03340000000000001,44166.0,44680.0,256.0,256.0,74374.0,74965.0,1024.0
0.03360000000000002,43666.0,44174.0,256.0,256.0,73802.0,74383.0,1024.0
0.03380000000000002,43175.0,43677.0,256.0,256.0,73242.0,73814.0,1024.0
0.034000000000000016,42692.0,43188.0,256.0,256.0,72696.0,73258.0,1024.0
0.034200000000000015,42218.0,42709.0,256.0,256.0,72137.0,72714.0,1024.0
0.034400000000000014,41753.0,42237.0,256.0,256.0,71457.0,72164.0,1024.0
0.03460000000000002,41295.0,41774.0,256.0,256.0,70789.0,71488.0,1024.0
0.03480000000000002,40845.0,41319.0,256.0,256.0,70131.0,70823.0,1024.0
0.03500000000000002,40403.0,40871.0,256.0,256.0,69483.0,70168.0,1024.0
0.035200000000000016,39969.0,40431.0,256.0,256.0,68846.0,69524.0,1024.0
0.035400000000000015,39541.0,39999.0,256.0,256.0,68219.0,68890.0,1024.0
0.03560000000000002,39121.0,39573.0,256.0,256.0,67602.0,68266.0,1024.0
0.03580000000000002,38708.0,39155.0,256.0,256.0,66994.0,67652.0,1024.0
0.03600000000000002,38302.0,38744.0,256.0,256.0,66395.0,67047.0,1024.0
0.03620000000000002,37902.0,38340.0,256.0,256.0,65806.0,66451.0,1024.0
0.036400000000000016,37509.0,37942.0,256.0,256.0,65225.0,65864.0,1024.0
0.036600000000000014,37123.0,37551.0,256.0,256.0,64654.0,65287.0,1024.0
0.03680000000000002,36743.0,37166.0,256.0,256.0,64091.0,64718.0,1024.0
0.03700000000000002,36369.0,36787.0,256.0,256.0,63536.0,64157.0,1024.0
0.03720000000000002,36001.0,36415.0,256.0,256.0,62990.0,63605.0,1024.0
0.03740000000000002,35639.0,36048.0,256.0,256.0,62452.0,63061.0,1024.0
0.037600000000000015,35282.0,35688.0,256.0,256.0,61922.0,62525.0,1024.0
0.03780000000000002,34931.0,35333.0,256.0,256.0,61399.0,61997.0,1024.0
0.03800000000000002,34586.0,34983.0,256.0,256.0,60884.0,61476.0,1024.0
0.03820000000000002,34246.0,34639.0,256.0,256.0,60376.0,60963.0,1024.0
0.03840000000000002,33912.0,34301.0,256.0,256.0,59876.0,60457.0,1024.0
0.038600000000000016,33583.0,33967.0,256.0,256.0,59383.0,59959.0,1024.0
0.038800000000000015,33258.0,33639.0,256.0,256.0,58897.0,59468.0,1024.0
0.03900000000000002,32939.0,33316.0,256.0,256.0,58418.0,58983.0,1024.0
0.03920000000000002,32625.0,32998.0,256.0,256.0,57945.0,58506.0,1024.0
0.03940000000000002,32315.0,32684.0,256.0,256.0,57479.0,58035.0,1024.0
0.03960000000000002,32010.0,32375.0,256.0,256.0,57020.0,57570.0,1024.0
0.039800000000000016,31710.0,32071.0,256.0,256.0,56567.0,57112.0,1024.0
0.04000000000000002,31414.0,31772.0,256.0,256.0,56120.0,56661.0,1024.0
0.04020000000000002,31122.0,31477.0,256.0,256.0,55679.0,56215.0,1024.0
0.04040000000000002,30835.0,31186.0,256.0,256.0,55244.0,55776.0,1024.0
0.04060000000000002,30552.0,30900.0,256.0,256.0,54815.0,55342.0,1024.0
0.04080000000000002,30273.0,30618.0,256.0,256.0,54392.0,54915.0,1024.0
0.04100000000000002,29999.0,30340.0,256.0,256.0,53974.0,54493.0,1024.0
0.04120000000000002,29728.0,30066.0,256.0,256.0,53562.0,54076.0,1024.0
0.04140000000000002,29461.0,29796.0,256.0,256.0,53156.0,53665.0,1024.0
0.04160000000000002,29198.0,29530.0,256.0,256.0,52755.0,53260.0,1024.0
0.04180000000000002,28939.0,29267.0,256.0,256.0,52359.0,52860.0,1024.0
0.04200000000000002,28684.0,29009.0,256.0,256.0,51968.0,52465.0,1024.0
0.04220000000000002,28432.0,28754.0,256.0,256.0,51582.0,52075.0,1024.0
0.04240000000000002,28183.0,28502.0,256.0,256.0,51201.0,51690.0,1024.0
0.04260000000000002,27939.0,28254.0,256.0,256.0,50825.0,51310.0,1024.0
0.04280000000000002,27697.0,28010.0,256.0,256.0,50454.0,50935.0,1024.0
0.04300000000000002,27459.0,27769.0,256.0,256.0,50088.0,50565.0,1024.0
0.04320000000000002,27224.0,27532.0,256.0,256.0,49726.0,50199.0,1024.0
0.04340000000000002,26993.0,27297.0,256.0,256.0,49369.0,49838.0,1024.0
0.04360000000000002,26765.0,27066.0,256.0,256.0,49016.0,49482.0,1024.0
0.04380000000000002,26539.0,26838.0,256.0,256.0,48668.0,49130.0,1024.0
0.04400000000000002,26317.0,26613.0,256.0,256.0,48323.0,48782.0,1024.0
0.044200000000000024,26098.0,26392.0,256.0,256.0,47984.0,48439.0,1024.0
0.04440000000000002,25882.0,26173.0,256.0,256.0,47648.0,48099.0,1024.0
0.04460000000000002,25669.0,25957.0,256.0,256.0,47316.0,47764.0,1024.0
0.04480000000000002,25458.0,25744.0,256.0,256.0,46989.0,47433.0,1024.0
0.04500000000000002,25251.0,25534.0,256.0,256.0,46665.0,47106.0,1024.0
0.04520000000000002,25046.0,25326.0,256.0,256.0,46345.0,46783.0,1024.0
0.045400000000000024,24844.0,25122.0,256.0,256.0,46029.0,46464.0,1024.0
0.04560000000000002,24644.0,24920.0,256.0,256.0,45717.0,46148.0,1024.0
0.04580000000000002,24447.0,24720.0,256.0,256.0,45408.0,45836.0,1024.0
0.04600000000000002,24253.0,24524.0,256.0,256.0,45103.0,45528.0,1024.0
0.04620000000000002,24061.0,24330.0,256.0,256.0,44802.0,45224.0,1024.0
0.046400000000000025,23872.0,24138.0,256.0,256.0,44504.0,44923.0,1024.0
0.04660000000000002,23685.0,23949.0,256.0,256.0,44210.0,44625.0,1024.0
0.04680000000000002,23500.0,23762.0,256.0,256.0,43919.0,44331.0,1024.0
0.04700000000000002,23318.0,23578.0,256.0,256.0,43631.0,44041.0,1024.0
0.04720000000000002,23138.0,23395.0,256.0,256.0,43347.0,43753.0,1024.0
0.047400000000000025,22961.0,23216.0,256.0,256.0,43066.0,43469.0,1024.0
0.047600000000000024,22785.0,23038.0,256.0,256.0,42788.0,43188.0,1024.0
0.04780000000000002,22612.0,22863.0,256.0,256.0,42513.0,42911.0,1024.0
0.04800000000000002,22441.0,22690.0,256.0,256.0,42241.0,42636.0,1024.0
0.04820000000000002,22272.0,22519.0,256.0,256.0,41972.0,42365.0,1024.0
0.048400000000000026,22105.0,22350.0,256.0,256.0,41707.0,42096.0,1024.0
0.048600000000000025,21941.0,22183.0,256.0,256.0,41444.0,41831.0,1024.0
0.048800000000000024,21778.0,22019.0,256.0,256.0,41184.0,41568.0,1024.0
0.04900000000000002,21617.0,21856.0,256.0,256.0,40927.0,41308.0,1024.0
0.04920000000000002,21458.0,21695.0,256.0,256.0,40673.0,41052.0,1024.0
0.04940000000000002,21302.0,21536.0,256.0,256.0,40421.0,40797.0,1024.0
0.049600000000000026,21147.0,21380.0,256.0,256.0,40172.0,40546.0,1024.0
0.049800000000000025,20994.0,21225.0,256.0,256.0,39926.0,40298.0,1024.0
0.050000000000000024,20842.0,21072.0,256.0,256.0,39683.0,40052.0,1024.0
