n,d,a,p2,n_candidates,exact
19997,95,1041,1.900331040672e-04,9998,0
19997,96,1041,1.902265105611e-04,9998,0
19997,97,1041,1.904436662452e-04,9998,0
19997,98,1041,1.906460007044e-04,9998,0
19997,99,1041,1.908145578502e-04,9998,0
19997,100,1041,1.910129264737e-04,9998,0
19997,101,1041,1.911738575442e-04,9998,0
19997,102,822,2.018074164036e-04,9998,0
19997,103,822,2.021708871758e-04,9998,0
19997,104,822,2.024546786898e-04,9998,0
19997,105,822,2.026393664645e-04,9998,0
19997,106,822,2.032569316495e-04,9998,0
19997,107,822,2.035231797703e-04,9998,0
19997,108,822,2.037006230071e-04,9998,0
19997,109,822,2.039643000533e-04,9998,0
19997,110,822,2.041390618761e-04,9998,0
19997,111,822,2.044734800959e-04,9998,0
19997,112,822,2.046572750267e-04,9998,0
19997,113,822,2.049846433412e-04,9998,0
19997,114,822,2.051438596236e-04,9998,0
19997,115,822,2.054113419963e-04,9998,0
19997,116,822,2.055510143177e-04,9998,0
19997,117,822,2.056850630725e-04,9998,0
19997,118,822,2.058206725901e-04,9998,0
19997,119,822,2.060725693473e-04,9998,0
19997,120,822,2.061901236250e-04,9998,0
19997,121,822,2.063749064409e-04,9998,0
19997,122,822,2.064868630733e-04,9998,0
19997,123,822,2.066169253554e-04,9998,0
19997,124,822,2.067293930410e-04,9998,0
19997,125,822,2.068626618610e-04,9998,0
19997,126,822,2.069727273524e-04,9998,0
19997,127,822,2.071203336951e-04,9998,0
19997,128,822,2.072501256116e-04,9998,0
19997,129,822,2.075958273373e-04,9998,0
19997,130,822,2.077914650258e-04,9998,0
19997,131,822,2.079779316255e-04,9998,0
19997,132,822,2.082879211533e-04,9998,0
19997,133,822,2.084375544347e-04,9998,0
19997,134,822,2.085827529608e-04,9998,0
19997,135,822,2.089788935773e-04,9998,0
19997,136,822,2.091155905808e-04,9998,0
19997,137,822,2.093269481547e-04,9998,0
19997,138,822,2.094424908654e-04,9998,0
19997,139,822,2.095356888416e-04,9998,0
19997,140,822,2.096260308586e-04,9998,0
19997,141,822,2.097395079985e-04,9998,0
19997,142,822,2.098286861638e-04,9998,0
19997,143,822,2.099553343904e-04,9998,0
19997,144,822,2.100316715108e-04,9998,0
19997,145,822,2.101304966606e-04,9998,0
19997,146,822,2.102163742410e-04,9998,0
19997,147,822,2.103160779570e-04,9998,0
19997,148,822,2.104367599078e-04,9998,0
19997,149,822,2.105613083141e-04,9998,0
19997,150,822,2.106433471110e-04,9998,0
19997,151,822,2.107612466191e-04,9998,0
19997,152,822,2.108637634428e-04,9998,0
19997,153,822,2.109586596333e-04,9998,0
19997,154,822,2.110392027292e-04,9998,0
19997,155,822,2.111188505309e-04,9998,0
19997,156,822,2.111865678640e-04,9998,0
19997,157,822,2.113851057923e-04,9998,0
19997,158,822,2.114862969218e-04,9998,0
19997,159,822,2.115939534020e-04,9998,0
19997,160,822,2.116719058780e-04,9998,0
19997,161,822,2.117633346792e-04,9998,0
19997,162,822,2.118228971819e-04,9998,0
19997,163,822,2.126921902437e-04,9998,0
19997,164,822,2.129632935808e-04,9998,0
19997,165,822,2.131103218810e-04,9998,0
19997,166,822,2.132537318027e-04,9998,0
19997,167,822,2.133559834010e-04,9998,0
19997,168,822,2.134992395535e-04,9998,0
19997,169,822,2.135779804329e-04,9998,0
19997,170,822,2.136497327927e-04,9998,0
19997,171,822,2.137165619536e-04,9998,0
19997,172,822,2.137806825695e-04,9998,0
19997,173,822,2.138422088840e-04,9998,0
19997,174,822,2.139101952929e-04,9998,0
19997,175,822,2.139795244047e-04,9998,0
19997,176,822,2.140454998332e-04,9998,0
19997,177,822,2.141014273738e-04,9998,0
19997,178,822,2.141732771146e-04,9998,0
19997,179,822,2.142480464047e-04,9998,0
19997,180,822,2.143018835095e-04,9998,0
19997,181,822,2.143719837966e-04,9998,0
19997,182,822,2.144236723076e-04,9998,0
19997,183,822,2.144943611297e-04,9998,0
19997,184,822,2.145490644589e-04,9998,0
19997,185,822,2.145986126039e-04,9998,0
19997,186,822,2.146691554137e-04,9998,0
19997,187,822,2.147897325129e-04,9998,0
19997,188,822,2.148460898719e-04,9998,0
19997,189,822,2.149321712648e-04,9998,0
19997,190,822,2.149837442016e-04,9998,0
19997,191,822,2.151243467048e-04,9998,0
19997,192,822,2.152318372972e-04,9998,0
19997,193,822,2.152837320200e-04,9998,0
19997,194,822,2.153597615588e-04,9998,0
19997,195,822,2.154553297646e-04,9998,0
19997,196,822,2.155344520349e-04,9998,0
19997,197,822,2.155886338626e-04,9998,0
19997,198,822,2.156580198627e-04,9998,0
19997,199,822,2.157339056779e-04,9998,0
19997,200,822,2.159332837997e-04,9998,0
19997,201,822,2.160094747985e-04,9998,0
19997,202,822,2.160635978004e-04,9998,0
19997,203,822,2.161218390768e-04,9998,0
19997,204,822,2.161817854722e-04,9998,0
19997,205,822,2.162197823130e-04,9998,0
19997,206,822,2.163073899952e-04,9998,0
19997,207,822,2.163885399185e-04,9998,0
19997,208,822,2.164774198536e-04,9998,0
19997,209,822,2.165545577302e-04,9998,0
19997,210,822,2.166063287021e-04,9998,0
19997,211,822,2.166541684747e-04,9998,0
19997,212,822,2.166966526584e-04,9998,0
19997,213,822,2.167383970080e-04,9998,0
19997,214,822,2.167896157523e-04,9998,0
19997,215,822,2.168320297711e-04,9998,0
19997,216,822,2.168804065370e-04,9998,0
19997,217,822,2.170690182903e-04,9998,0
19997,218,822,2.171475417108e-04,9998,0
19997,219,822,2.172065891137e-04,9998,0
19997,220,822,2.172561136855e-04,9998,0
19997,221,822,2.173089606801e-04,9998,0
19997,222,822,2.173516116328e-04,9998,0
19997,223,822,2.173878672012e-04,9998,0
19997,224,822,2.174339009524e-04,9998,0
19997,225,822,2.174638936336e-04,9998,0
19997,226,822,2.174937739929e-04,9998,0
19997,227,822,2.177702904331e-04,9998,0
19997,228,822,2.178646795046e-04,9998,0
19997,229,822,2.179211359048e-04,9998,0
19997,230,822,2.180109646541e-04,9998,0
19997,231,822,2.180865475929e-04,9998,0
19997,232,822,2.181259596068e-04,9998,0
19997,233,822,2.181612417804e-04,9998,0
19997,234,822,2.181999138371e-04,9998,0
19997,235,822,2.182315168802e-04,9998,0
19997,236,822,2.182681380465e-04,9998,0
19997,237,822,2.182999851126e-04,9998,0
19997,238,822,2.183534657652e-04,9998,0
19997,239,822,2.183989391247e-04,9998,0
19997,240,822,2.184352388332e-04,9998,0
19997,241,822,2.184749879299e-04,9998,0
19997,242,822,2.185701623116e-04,9998,0
19997,243,822,2.186241511717e-04,9998,0
19997,244,822,2.186611991675e-04,9998,0
19997,245,822,2.186925144796e-04,9998,0
19997,246,822,2.187201591350e-04,9998,0
19997,247,822,2.187563467309e-04,9998,0
19997,248,822,2.187843328005e-04,9998,0
19997,249,822,2.188179886700e-04,9998,0
19997,250,822,2.188434235255e-04,9998,0
32749,1,1,3.067484266595e-09,16374,1
32749,2,9726,6.789274697994e-08,16374,1
32749,3,3833,6.027651311413e-07,16374,1
32749,4,13171,2.410704855738e-06,16374,1
32749,5,3561,5.304140602513e-06,16374,1
32749,6,15978,9.662973998292e-06,16374,1
32749,7,8621,1.372243603570e-05,16374,1
32749,8,13413,1.923863660558e-05,16374,1
32749,9,3729,2.285303603067e-05,16374,1
32749,10,4443,2.676179025984e-05,16374,1
32749,11,3729,3.205638639381e-05,16374,1
32749,12,5875,3.553628724662e-05,16374,1
32749,13,13226,3.974166861287e-05,16374,1
32749,14,13226,4.239915101767e-05,16374,1
32749,15,7590,4.529026403843e-05,16374,1
32749,16,4337,4.939727666686e-05,16374,1
32749,17,4337,5.209870470257e-05,16374,1
32749,18,4337,5.465434061835e-05,16374,1
32749,19,4337,5.670755164222e-05,16374,1
32749,20,3864,5.923783972661e-05,16374,1
32749,21,3864,6.077494373069e-05,16374,1
32749,22,13437,6.248999132019e-05,16374,1
32749,23,13437,6.345194311086e-05,16374,1
32749,24,3864,6.628073912496e-05,16374,1
32749,25,771,6.867155156498e-05,16374,1
32749,26,771,7.000689144143e-05,16374,1
32749,27,15683,7.128617282737e-05,16374,1
32749,28,771,7.270027493966e-05,16374,1
32749,29,771,7.353545891231e-05,16374,1
32749,30,15301,7.706646472627e-05,16374,1
32749,31,15301,7.797348923133e-05,16374,1
32749,32,15301,7.876870863521e-05,16374,1
32749,33,15301,8.030141490489e-05,16374,0
32749,34,15301,8.181893651060e-05,16374,0
32749,35,15301,8.276663352724e-05,16374,0
32749,36,15301,8.359039283801e-05,16374,0
32749,37,837,8.514000605953e-05,16374,0
32749,38,837,8.572215245728e-05,16374,0
32749,39,837,8.620636983081e-05,16374,0
32749,40,837,8.750144846181e-05,16374,0
32749,41,1970,8.830887361611e-05,16374,0
32749,42,1970,8.883197702003e-05,16374,0
32749,43,1970,8.924846799419e-05,16374,0
32749,44,1970,8.972882613167e-05,16374,0
32749,45,1970,9.014054615752e-05,16374,0
32749,46,1970,9.059260441435e-05,16374,0
32749,47,1970,9.095203110610e-05,16374,0
32749,48,1970,9.136484858430e-05,16374,0
32749,49,1970,9.165029999725e-05,16374,0
32749,50,1970,9.234042649364e-05,16374,0
32749,51,1970,9.299171528321e-05,16374,0
32749,52,837,9.363590596045e-05,16374,0
32749,53,837,9.398959744744e-05,16374,0
32749,54,837,9.426893926356e-05,16374,0
32749,55,837,9.455257317614e-05,16374,0
32749,56,837,9.478902269744e-05,16374,0
32749,57,837,9.515962499496e-05,16374,0
32749,58,837,9.542236296567e-05,16374,0
32749,59,837,9.621639582669e-05,16374,0
32749,60,837,9.657894496229e-05,16374,0
32749,61,837,9.709460118290e-05,16374,0
32749,62,837,9.741412847641e-05,16374,0
32749,63,837,9.763117557759e-05,16374,0
32749,64,837,9.786033006098e-05,16374,0
32749,65,837,9.848664119638e-05,16374,0
32749,66,837,9.876876733572e-05,16374,0
32749,67,837,9.905776514274e-05,16374,0
32749,68,837,9.931107356964e-05,16374,0
32749,69,837,9.955146638152e-05,16374,0
32749,70,837,9.972091826094e-05,16374,0
32749,71,837,9.988467327071e-05,16374,0
32749,72,837,1.000746422384e-04,16374,0
32749,73,837,1.005471705011e-04,16374,0
32749,74,837,1.007287740844e-04,16374,0
32749,75,837,1.013734221349e-04,16374,0
32749,76,837,1.015923776302e-04,16374,0
32749,77,837,1.017703887936e-04,16374,0
32749,78,837,1.019121474413e-04,16374,0
32749,79,837,1.022750118218e-04,16374,0
32749,80,837,1.026276029521e-04,16374,0
32749,81,837,1.027792733954e-04,16374,0
32749,82,837,1.029997247484e-04,16374,0
32749,83,837,1.031190127145e-04,16374,0
32749,84,837,1.034833846014e-04,16374,0
32749,85,837,1.041007553340e-04,16374,0
32749,86,837,1.042758012773e-04,16374,0
32749,87,837,1.044135165693e-04,16374,0
32749,88,837,1.045887408226e-04,16374,0
32749,89,837,1.047027221392e-04,16374,0
32749,90,837,1.050923011710e-04,16374,0
32749,91,837,1.053487685660e-04,16374,0
32749,92,837,1.054834505620e-04,16374,0
32749,93,837,1.056016612384e-04,16374,0
32749,94,837,1.057355075214e-04,16374,0
32749,95,837,1.060503968084e-04,16374,0
32749,96,837,1.062054584149e-04,16374,0
32749,97,837,1.063103845809e-04,16374,0
32749,98,837,1.066338459410e-04,16374,0
32749,99,837,1.067965724144e-04,16374,0
32749,100,837,1.068966770890e-04,16374,0
32749,101,837,1.070083675327e-04,16374,0
32749,102,837,1.071387217595e-04,16374,0
32749,103,837,1.074213899170e-04,16374,0
32749,104,837,1.075391623739e-04,16374,0
32749,105,837,1.076324321274e-04,16374,0
32749,106,837,1.077496180786e-04,16374,0
32749,107,837,1.078351613426e-04,16374,0
32749,108,837,1.079141977824e-04,16374,0
32749,109,837,1.079806624023e-04,16374,0
32749,110,837,1.081502917131e-04,16374,0
32749,111,837,1.082468488425e-04,16374,0
32749,112,837,1.083435863143e-04,16374,0
32749,113,837,1.084603771635e-04,16374,0
32749,114,837,1.085438628925e-04,16374,0
32749,115,837,1.086242224102e-04,16374,0
32749,116,837,1.087052082041e-04,16374,0
32749,117,837,1.089212468171e-04,16374,0
32749,118,837,1.090060766802e-04,16374,0
32749,119,837,1.091237079216e-04,16374,0
32749,120,837,1.092210168814e-04,16374,0
32749,121,837,1.092857248335e-04,16374,0
32749,122,837,1.093558568832e-04,16374,0
32749,123,837,1.094268665496e-04,16374,0
32749,124,837,1.095044069650e-04,16374,0
32749,125,837,1.095708538883e-04,16374,0
32749,126,837,1.097852134690e-04,16374,0
32749,127,837,1.098579923893e-04,16374,0
32749,128,837,1.099448921673e-04,16374,0
32749,129,837,1.100109910992e-04,16374,0
32749,130,2886,1.115934988811e-04,16374,0
32749,131,2886,1.116558359335e-04,16374,0
32749,132,2886,1.117165250968e-04,16374,0
32749,133,2886,1.117693501074e-04,16374,0
32749,134,2886,1.118297257947e-04,16374,0
32749,135,2886,1.119000613139e-04,16374,0
32749,136,2886,1.120118504274e-04,16374,0
32749,137,2886,1.124436761024e-04,16374,0
32749,138,2886,1.125271630080e-04,16374,0
32749,139,2886,1.126045018802e-04,16374,0
32749,140,2886,1.126595340610e-04,16374,0
32749,141,2886,1.127604895361e-04,16374,0
32749,142,2886,1.128910028532e-04,16374,0
32749,143,2886,1.129394046406e-04,16374,0
32749,144,2886,1.129884649078e-04,16374,0
32749,145,2886,1.130730016723e-04,16374,0
32749,146,2886,1.132826373107e-04,16374,0
32749,147,2886,1.133426019746e-04,16374,0
32749,148,2886,1.133974234206e-04,16374,0
32749,149,2886,1.134523250195e-04,16374,0
32749,150,2886,1.135048998699e-04,16374,0
32749,151,2886,1.135479246281e-04,16374,0
32749,152,11995,1.137028831391e-04,16374,0
32749,153,2886,1.137743507826e-04,16374,0
32749,154,11995,1.138269298038e-04,16374,0
32749,155,2886,1.138872298916e-04,16374,0
32749,156,2886,1.139355774742e-04,16374,0
32749,157,2886,1.139816062783e-04,16374,0
32749,158,2886,1.140667705632e-04,16374,0
32749,159,2886,1.141063740333e-04,16374,0
32749,160,2886,1.141636174173e-04,16374,0
32749,161,2886,1.142041169437e-04,16374,0
32749,162,2886,1.142440368396e-04,16374,0
32749,163,2886,1.142830962515e-04,16374,0
32749,164,2886,1.143192626409e-04,16374,0
32749,165,2886,1.143939772859e-04,16374,0
32749,166,2886,1.144311829893e-04,16374,0
32749,167,2886,1.144744406796e-04,16374,0
32749,168,2886,1.145372551157e-04,16374,0
32749,169,2886,1.145775232834e-04,16374,0
32749,170,2886,1.146171651301e-04,16374,0
32749,171,2886,1.146557997145e-04,16374,0
32749,172,2886,1.146877494236e-04,16374,0
32749,173,2886,1.147455441863e-04,16374,0
32749,174,2886,1.147876665337e-04,16374,0
32749,175,2886,1.148202104870e-04,16374,0
32749,176,2886,1.148745314017e-04,16374,0
32749,177,2886,1.149030716936e-04,16374,0
32749,178,2886,1.149588801681e-04,16374,0
32749,179,2886,1.150008252355e-04,16374,0
32749,180,2886,1.150300350969e-04,16374,0
32749,181,2886,1.151647555426e-04,16374,0
32749,182,2886,1.152006503438e-04,16374,0
32749,183,2886,1.152705471532e-04,16374,0
32749,184,2886,1.153238023097e-04,16374,0
32749,185,2886,1.153504116611e-04,16374,0
32749,186,2886,1.153929622459e-04,16374,0
32749,187,2886,1.154602137214e-04,16374,0
32749,188,2886,1.155429104005e-04,16374,0
32749,189,2886,1.156232873718e-04,16374,0
32749,190,2886,1.156633504564e-04,16374,0
32749,191,2886,1.156934021886e-04,16374,0
32749,192,2886,1.158742013938e-04,16374,0
32749,193,2886,1.159132031465e-04,16374,0
32749,194,2886,1.159398271613e-04,16374,0
32749,195,2886,1.159632525447e-04,16374,0
32749,196,2886,1.159890716194e-04,16374,0
32749,197,2886,1.161697761962e-04,16374,0
32749,198,2886,1.161995835308e-04,16374,0
32749,199,2886,1.162233285166e-04,16374,0
32749,200,2886,1.162481794816e-04,16374,0
32749,201,2886,1.162877888550e-04,16374,0
32749,202,2886,1.163145384362e-04,16374,0
32749,203,2886,1.163397741182e-04,16374,0
32749,204,2886,1.168508999252e-04,16374,0
32749,205,2886,1.169303239263e-04,16374,0
32749,206,2886,1.169645693351e-04,16374,0
32749,207,2886,1.169987946172e-04,16374,0
32749,208,2886,1.170194940767e-04,16374,0
32749,209,2886,1.170478110541e-04,16374,0
32749,210,2886,1.170695262287e-04,16374,0
32749,211,2886,1.170923058715e-04,16374,0
32749,212,2886,1.171122836559e-04,16374,0
32749,213,2886,1.171369045301e-04,16374,0
32749,214,2886,1.171610817350e-04,16374,0
32749,215,2886,1.172017773252e-04,16374,0
32749,216,2886,1.172233050535e-04,16374,0
32749,217,2886,1.172435046206e-04,16374,0
32749,218,2886,1.172611626352e-04,16374,0
32749,219,2886,1.172892208285e-04,16374,0
32749,220,2886,1.173198752735e-04,16374,0
32749,221,2886,1.173405118688e-04,16374,0
32749,222,2886,1.173619619284e-04,16374,0
32749,223,2886,1.174022556083e-04,16374,0
32749,224,2886,1.174222392342e-04,16374,0
32749,225,2886,1.174439705574e-04,16374,0
32749,226,2886,1.174743409091e-04,16374,0
32749,227,2886,1.174966344395e-04,16374,0
32749,228,2886,1.175195714105e-04,16374,0
32749,229,2886,1.175473903676e-04,16374,0
32749,230,2886,1.175751414184e-04,16374,0
32749,231,2886,1.175945219223e-04,16374,0
32749,232,2886,1.176147620887e-04,16374,0
32749,233,2886,1.176323060128e-04,16374,0
32749,234,2886,1.176473382287e-04,16374,0
32749,235,2886,1.176653737280e-04,16374,0
32749,236,2886,1.176791902242e-04,16374,0
32749,237,2886,1.177091648337e-04,16374,0
32749,238,2886,1.177322077490e-04,16374,0
32749,239,2886,1.177501868275e-04,16374,0
32749,240,2886,1.177795185490e-04,16374,0
32749,241,2886,1.178104543558e-04,16374,0
32749,242,2886,1.178361373166e-04,16374,0
32749,243,2886,1.178515002904e-04,16374,0
32749,244,2886,1.178824636905e-04,16374,0
32749,245,2886,1.179050673299e-04,16374,0
32749,246,2886,1.179198652932e-04,16374,0
32749,247,2886,1.179394379096e-04,16374,0
32749,248,2886,1.179628320092e-04,16374,0
32749,249,2886,1.179769197235e-04,16374,0
32749,250,2886,1.179915408678e-04,16374,0
32768,1,1,3.063928222247e-09,8192,1
32768,2,12033,6.815203446031e-08,8192,1
32768,3,2465,6.408767836419e-07,8192,1
32768,4,7817,2.236701108327e-06,8192,1
32768,5,7051,5.572854103519e-06,8192,1
32768,6,8241,1.007194892910e-05,8192,1
32768,7,7051,1.512543283111e-05,8192,1
32768,8,13331,1.999869958125e-05,8192,1
32768,9,11897,2.541342385332e-05,8192,1
32768,10,11897,2.803102096149e-05,8192,1
32768,11,11897,3.163031498810e-05,8192,1
32768,12,5157,3.617084802432e-05,8192,1
32768,13,5157,3.960348645804e-05,8192,1
32768,14,5157,4.214023438398e-05,8192,1
32768,15,3651,4.875194249143e-05,8192,1
32768,16,3651,5.110844872580e-05,8192,1
32768,17,3651,5.279984029594e-05,8192,1
32768,18,3651,5.543333334312e-05,8192,1
32768,19,3651,5.745854833417e-05,8192,1
32768,20,3651,5.898827602047e-05,8192,1
32768,21,3651,6.051067346435e-05,8192,1
32768,22,3651,6.247134397430e-05,8192,1
32768,23,3651,6.464421384278e-05,8192,1
32768,24,3651,6.734833554889e-05,8192,1
32768,25,11817,6.972850487119e-05,8192,1
32768,26,11817,7.080389763736e-05,8192,1
32768,27,11817,7.166142442427e-05,8192,1
32768,28,3651,7.344879808069e-05,8192,1
32768,29,11883,7.516122298457e-05,8192,1
32768,30,11883,7.626926694027e-05,8192,1
32768,31,3651,7.776629653833e-05,8192,1
32768,32,3651,7.908282446700e-05,8192,1
32768,33,3651,7.993863493505e-05,8192,0
32768,34,3651,8.068034114128e-05,8192,0
32768,35,3651,8.129242234634e-05,8192,0
32768,36,3651,8.186095916973e-05,8192,0
32768,37,3651,8.244358149145e-05,8192,0
32768,38,4363,8.561131267215e-05,8192,0
32768,39,4363,8.617251364162e-05,8192,0
32768,40,4363,8.663792517227e-05,8192,0
32768,41,4363,8.707558976484e-05,8192,0
32768,42,4363,8.755390442228e-05,8192,0
32768,43,11817,9.032806313214e-05,8192,0
32768,44,11817,9.068439892479e-05,8192,0
32768,45,11817,9.128536461245e-05,8192,0
32768,46,11817,9.176561989932e-05,8192,0
32768,47,11817,9.216205876439e-05,8192,0
32768,48,11817,9.251031800472e-05,8192,0
32768,49,11817,9.291752141016e-05,8192,0
32768,50,5789,9.517926594160e-05,8192,0
32768,51,5789,9.551300020560e-05,8192,0
32768,52,5789,9.588372297786e-05,8192,0
32768,53,5789,9.628814653606e-05,8192,0
32768,54,5789,9.664675907550e-05,8192,0
32768,55,5789,9.856477653769e-05,8192,0
32768,56,5789,9.897721433783e-05,8192,0
32768,57,5789,9.930947786496e-05,8192,0
32768,58,5789,9.955952576846e-05,8192,0
32768,59,5789,9.990418761507e-05,8192,0
32768,60,5789,1.004864137322e-04,8192,0
32768,61,5789,1.007829683202e-04,8192,0
32768,62,5789,1.010243372506e-04,8192,0
32768,63,5789,1.012875595912e-04,8192,0
32768,64,5789,1.015384548850e-04,8192,0
32768,65,5789,1.017538011794e-04,8192,0
32768,66,5789,1.019892801333e-04,8192,0
32768,67,5789,1.021834457831e-04,8192,0
32768,68,5789,1.024053667069e-04,8192,0
32768,69,5789,1.026109554063e-04,8192,0
32768,70,5789,1.028936157335e-04,8192,0
32768,71,5789,1.030839512484e-04,8192,0
32768,72,3651,1.050912575902e-04,8192,0
32768,73,3651,1.053272327809e-04,8192,0
32768,74,3651,1.054841509955e-04,8192,0
32768,75,3651,1.057616891347e-04,8192,0
32768,76,3651,1.059581915612e-04,8192,0
32768,77,3651,1.061069777912e-04,8192,0
32768,78,3651,1.062561782323e-04,8192,0
32768,79,3651,1.064058393909e-04,8192,0
32768,80,3651,1.065787769527e-04,8192,0
32768,81,3651,1.067223831934e-04,8192,0
32768,82,3651,1.069869493981e-04,8192,0
32768,83,3651,1.071218658975e-04,8192,0
32768,84,3651,1.072538767144e-04,8192,0
32768,85,3651,1.076902070878e-04,8192,0
32768,86,3651,1.078160858849e-04,8192,0
32768,87,3651,1.079646692277e-04,8192,0
32768,88,3651,1.081924769097e-04,8192,0
32768,89,3651,1.083277083536e-04,8192,0
32768,90,3651,1.085550204638e-04,8192,0
32768,91,3651,1.086977054041e-04,8192,0
32768,92,3651,1.088058680407e-04,8192,0
32768,93,3651,1.089283429161e-04,8192,0
32768,94,3651,1.090384309188e-04,8192,0
32768,95,3651,1.091463683560e-04,8192,0
32768,96,3651,1.092666663089e-04,8192,0
32768,97,3651,1.094021711845e-04,8192,0
32768,98,3651,1.095206289832e-04,8192,0
32768,99,3651,1.096469012745e-04,8192,0
32768,100,3651,1.097569174704e-04,8192,0
32768,101,3651,1.099556056952e-04,8192,0
32768,102,3651,1.101000969514e-04,8192,0
32768,103,3651,1.102055634183e-04,8192,0
32768,104,3651,1.104109437300e-04,8192,0
32768,105,3651,1.105361309790e-04,8192,0
32768,106,3651,1.106210471469e-04,8192,0
32768,107,3651,1.106992341395e-04,8192,0
32768,108,5789,1.127653279551e-04,8192,0
32768,109,5789,1.128539287545e-04,8192,0
32768,110,5789,1.129508363755e-04,8192,0
32768,111,5789,1.130963197464e-04,8192,0
32768,112,5789,1.131636543787e-04,8192,0
32768,113,5789,1.132400642205e-04,8192,0
32768,114,5789,1.133116696381e-04,8192,0
32768,115,5789,1.133832086131e-04,8192,0
32768,116,5789,1.135255899518e-04,8192,0
32768,117,5789,1.136549172074e-04,8192,0
32768,118,5789,1.137451644473e-04,8192,0
32768,119,5789,1.138321671235e-04,8192,0
32768,120,5789,1.139237337728e-04,8192,0
32768,121,5789,1.140258563428e-04,8192,0
32768,122,5789,1.141052218885e-04,8192,0
32768,123,5789,1.141749940963e-04,8192,0
32768,124,5789,1.142261724518e-04,8192,0
32768,125,5789,1.142773475082e-04,8192,0
32768,126,5789,1.143333770588e-04,8192,0
32768,127,5789,1.143992301722e-04,8192,0
32768,128,5789,1.144788517622e-04,8192,0
32768,129,5789,1.145481930325e-04,8192,0
32768,130,5789,1.148392519603e-04,8192,0
32768,131,5789,1.149279468069e-04,8192,0
32768,132,5789,1.150607513831e-04,8192,0
32768,133,5789,1.152567520464e-04,8192,0
32768,134,5789,1.153147274831e-04,8192,0
32768,135,5789,1.153861743717e-04,8192,0
32768,136,5789,1.154317010674e-04,8192,0
32768,137,5789,1.154840972442e-04,8192,0
32768,138,5789,1.155336814769e-04,8192,0
32768,139,5789,1.156260917421e-04,8192,0
32768,140,5789,1.156743927941e-04,8192,0
32768,141,5789,1.157270873533e-04,8192,0
32768,142,5789,1.158067906213e-04,8192,0
32768,143,5789,1.158484375230e-04,8192,0
32768,144,5789,1.158960578169e-04,8192,0
32768,145,5789,1.159542247118e-04,8192,0
32768,146,5789,1.159987996160e-04,8192,0
32768,147,5789,1.160362024590e-04,8192,0
32768,148,5789,1.162036703706e-04,8192,0
32768,149,5789,1.162893534454e-04,8192,0
32768,150,5789,1.163656686574e-04,8192,0
32768,151,5789,1.164087190011e-04,8192,0
32768,152,5789,1.164907831477e-04,8192,0
32768,153,5789,1.165377679397e-04,8192,0
32768,154,5789,1.165782864778e-04,8192,0
32768,155,5789,1.166166914142e-04,8192,0
32768,156,5789,1.168125866464e-04,8192,0
32768,157,5789,1.168754311383e-04,8192,0
32768,158,5789,1.169221209145e-04,8192,0
32768,159,5789,1.169596597033e-04,8192,0
32768,160,5789,1.170015573599e-04,8192,0
32768,161,5789,1.170457451911e-04,8192,0
32768,162,5789,1.170898425307e-04,8192,0
32768,163,5789,1.171497594412e-04,8192,0
32768,164,5789,1.172400802427e-04,8192,0
32768,165,5789,1.175410127561e-04,8192,0
32768,166,5789,1.176202932984e-04,8192,0
32768,167,5789,1.178422771901e-04,8192,0
32768,168,5789,1.179368568485e-04,8192,0
32768,169,5789,1.179960182576e-04,8192,0
32768,170,5789,1.180597043768e-04,8192,0
32768,171,5789,1.181070948646e-04,8192,0
32768,172,5789,1.181410664493e-04,8192,0
32768,173,5789,1.181759728914e-04,8192,0
32768,174,5789,1.182058383826e-04,8192,0
32768,175,5789,1.183517803849e-04,8192,0
32768,176,5789,1.184497509727e-04,8192,0
32768,177,5789,1.185075262566e-04,8192,0
32768,178,5789,1.185475989744e-04,8192,0
32768,179,5789,1.185859775923e-04,8192,0
32768,180,5789,1.186145617451e-04,8192,0
32768,181,4363,1.186840919405e-04,8192,0
32768,182,4363,1.187222717305e-04,8192,0
32768,183,4363,1.187578027912e-04,8192,0
32768,184,4363,1.187898397417e-04,8192,0
32768,185,4363,1.188162281947e-04,8192,0
32768,186,4363,1.188498629636e-04,8192,0
32768,187,4363,1.188759574939e-04,8192,0
32768,188,4363,1.189073588734e-04,8192,0
32768,189,4363,1.189348500215e-04,8192,0
32768,190,4363,1.189672462159e-04,8192,0
32768,191,4363,1.189979149476e-04,8192,0
32768,192,4363,1.190465840832e-04,8192,0
32768,193,4363,1.191057593952e-04,8192,0
32768,194,4363,1.191316688183e-04,8192,0
32768,195,4363,1.191548378339e-04,8192,0
32768,196,5789,1.196836081245e-04,8192,0
32768,197,5789,1.197480917450e-04,8192,0
32768,198,5789,1.197775026922e-04,8192,0
32768,199,5789,1.198138945908e-04,8192,0
32768,200,5789,1.198387529990e-04,8192,0
32768,201,5789,1.198675650160e-04,8192,0
32768,202,5789,1.198970115752e-04,8192,0
32768,203,5789,1.199275495369e-04,8192,0
32768,204,5789,1.199557392040e-04,8192,0
32768,205,5789,1.199791100355e-04,8192,0
32768,206,5789,1.203292403169e-04,8192,0
32768,207,5789,1.203854433041e-04,8192,0
32768,208,5789,1.204347677310e-04,8192,0
32768,209,5789,1.204683666076e-04,8192,0
32768,210,5789,1.204898624210e-04,8192,0
32768,211,5789,1.205430889946e-04,8192,0
32768,212,5789,1.205685411532e-04,8192,0
